timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday
2021-06-21 11:52:20,East US,Compute,242.0,302,25.43,99.42,1
2021-06-22 05:52:07,Southeast Asia,Storage,1343.0,1596,34.48,,1
2021-06-23 10:54:51,East US,Storage,1073.0,1280,39.11,98.7,0
2021-06-24 07:55:25,West Europe,Compute,103.0,153,6.13,98.84,0
2021-06-25 15:10:13,West Europe,Compute,232.0,273,28.16,97.75,1
2021-06-26 04:12:24,Central India,Storage,1676.0,1924,75.82,98.52,0
2021-06-27 07:32:15,Central India,Storage,1406.0,1497,56.23,99.92,0
2021-06-28 05:37:16,Central India,Storage,849.0,909,10.83,99.56,1
2021-06-29 17:24:51,Central India,Compute,120.0,136,16.51,97.18,1
2021-06-30 16:44:45,Southeast Asia,Compute,89.0,122,13.46,97.14,0
2021-07-01 20:55:28,Central India,Compute,229.0,297,42.35,97.41,0
2021-07-02 01:56:30,East US,Compute,91.0,173,6.88,98.18,1
2021-07-03 16:01:05,Southeast Asia,Storage,956.0,1196,36.06,97.59,0
2021-07-04 07:13:57,Southeast Asia,Storage,704.0,989,9.67,98.97,1
2021-07-05 00:28:32,West Europe,Compute,219.0,259,36.71,99.13,0
2021-07-06 17:19:25,East US,Storage,1932.0,2162,80.58,98.69,0
2021-07-07 01:44:44,Central India,Compute,266.0,276,32.71,99.01,0
2021-07-08 17:18:48,Southeast Asia,Storage,191.0,468,9.48,98.35,1
2021-07-09 06:34:57,Central India,Storage,752.0,928,8.31,99.19,0
2021-07-10 19:54:40,West Europe,Storage,1197.0,1465,32.92,98.06,0
2021-07-11 13:16:49,East US,Storage,1749.0,1986,18.24,99.77,0
2021-07-12 13:35:48,Central India,Compute,116.0,162,12.67,97.87,1
2021-07-13 03:21:34,West Europe,Storage,373.0,544,3.94,99.77,1
2021-07-14 07:15:07,East US,Storage,1026.0,1131,28.05,98.43,1
2021-07-15 17:34:05,Central India,Storage,1059.0,1136,31.13,99.9,0
2021-07-16 18:42:11,Central India,Storage,1154.0,1424,24.88,97.79,1
2021-07-17 15:23:40,East US,Compute,151.0,218,28.56,97.86,1
2021-07-18 23:27:12,West Europe,Storage,1861.0,1940,25.13,99.28,1
2021-07-19 14:45:39,Central India,Compute,282.0,381,50.14,99.8,1
2021-07-20 01:25:39,West Europe,Storage,914.0,1050,30.25,99.85,0
2021-07-21 01:20:15,Central India,Storage,157.0,436,7.1,98.86,0
2021-07-22 04:35:19,Southeast Asia,Storage,1279.0,1483,38.46,99.92,1
2021-07-23 00:09:59,East US,Compute,209.0,283,26.0,98.0,0
2021-07-24 19:38:12,East US,Compute,272.0,328,15.92,99.55,1
2021-07-25 03:44:21,Central India,Storage,1868.0,2033,51.4,97.66,1
2021-07-26 02:44:53,Central India,Compute,62.0,101,8.3,97.16,0
2021-07-27 11:48:34,Central India,Compute,327.0,382,28.39,97.42,1
2021-07-28 12:36:28,Southeast Asia,Storage,761.0,831,17.9,97.82,0
2021-07-29 17:00:04,Southeast Asia,Storage,1738.0,1833,22.79,97.12,0
2021-07-30 16:19:54,Central India,Compute,483.0,514,84.6,99.51,1
2021-07-31 01:13:05,Central India,Compute,365.0,442,54.17,99.29,1
2021-08-01 03:58:49,Southeast Asia,Compute,189.0,210,27.19,99.6,1
2021-08-02 21:17:37,East US,Storage,673.0,791,,97.52,0
2021-08-03 22:19:07,Southeast Asia,Storage,596.0,893,26.52,98.56,0
2021-08-04 21:53:09,West Europe,Compute,105.0,135,6.9,97.39,0
2021-08-05 17:54:25,West Europe,Compute,180.0,279,17.58,98.64,0
2021-08-06 14:25:06,Southeast Asia,Storage,1576.0,1711,50.8,97.34,1
2021-08-07 00:54:14,Central India,Compute,376.0,472,72.81,99.52,0
2021-08-08 18:56:07,West Europe,Storage,1134.0,1199,29.29,99.24,0
2021-08-09 19:50:14,East US,Storage,528.0,693,10.2,97.44,1
2021-08-10 16:05:14,Central India,Compute,315.0,328,62.27,97.55,1
2021-08-11 08:52:51,Southeast Asia,Compute,267.0,309,31.28,98.05,1
2021-08-12 18:33:22,Southeast Asia,Storage,236.0,401,9.88,99.94,1
2021-08-13 01:41:15,Central India,Compute,402.0,439,58.66,98.16,1
2021-08-14 00:50:03,West Europe,Compute,303.0,371,49.72,99.15,0
2021-08-15 07:07:11,East US,Compute,360.0,383,46.13,97.06,0
2021-08-16 13:32:03,West Europe,Compute,204.0,263,17.98,99.82,0
2021-08-17 09:48:57,Southeast Asia,Compute,283.0,347,45.55,99.58,0
2021-08-18 03:38:32,West Europe,Storage,1126.0,1356,28.38,97.22,1
2021-08-19 08:13:32,Southeast Asia,Compute,143.0,219,10.18,99.84,1
2021-08-20 23:33:27,Central India,Compute,385.0,430,27.58,98.42,0
2021-08-21 07:07:12,East US,Compute,166.0,230,24.02,98.17,1
2021-08-22 22:30:34,Central India,Storage,1681.0,1759,33.66,99.35,1
2021-08-23 02:40:58,East US,Compute,140.0,235,9.38,97.22,0
2021-08-24 13:42:15,West Europe,Compute,371.0,414,71.88,99.2,1
2021-08-25 12:52:30,East US,Compute,250.0,300,20.64,98.64,0
2021-08-26 13:32:37,East US,Compute,191.0,215,35.25,97.6,0
2021-08-27 21:05:25,Central India,Storage,1671.0,1941,64.49,98.46,0
2021-08-28 23:27:18,Southeast Asia,Compute,397.0,438,22.29,99.62,1
2021-08-29 10:33:15,Southeast Asia,Compute,139.0,182,26.55,99.62,1
2021-08-30 15:10:12,East US,Storage,1827.0,2036,19.67,97.74,1
2021-08-31 09:57:18,Southeast Asia,Compute,94.0,107,5.78,97.04,1
2021-09-01 22:10:12,Southeast Asia,Compute,306.0,335,59.44,97.63,1
2021-09-02 10:22:41,West Europe,Compute,360.0,411,51.18,97.78,0
2021-09-03 14:59:38,Central India,Storage,1083.0,1143,11.95,99.06,1
2021-09-04 22:05:00,West Europe,Compute,470.0,568,41.32,97.04,1
2021-09-05 13:40:11,Central India,Compute,93.0,176,9.52,98.83,1
2021-09-06 07:13:45,East US,Storage,1063.0,1274,15.43,99.46,1
2021-09-07 11:56:40,East US,Storage,1614.0,1906,56.13,99.19,1
2021-09-08 11:00:12,West Europe,Compute,83.0,172,9.28,98.63,1
2021-09-09 20:37:04,Southeast Asia,Storage,204.0,456,3.2,99.54,1
2021-09-10 08:26:18,Central India,Storage,1286.0,1546,53.84,98.49,1
2021-09-11 13:52:18,East US,Storage,1048.0,1187,49.3,97.07,1
2021-09-12 06:08:06,Central India,Compute,320.0,372,18.15,98.05,0
2021-09-13 21:57:31,East US,Compute,436.0,459,55.54,97.07,0
2021-09-14 21:15:31,Central India,Storage,1669.0,1730,78.92,98.13,0
2021-09-15 07:33:32,East US,Storage,459.0,641,9.07,98.55,0
2021-09-16 10:26:03,East US,Storage,866.0,1123,34.63,97.32,1
2021-09-17 21:46:15,Central India,Compute,137.0,183,22.98,97.21,0
2021-09-18 02:02:23,West Europe,Storage,187.0,305,7.95,98.74,0
2021-09-19 01:36:17,Central India,Storage,390.0,687,6.47,98.8,1
2021-09-20 23:33:39,Central India,Compute,477.0,528,86.82,99.6,1
2021-09-21 13:27:21,East US,Compute,276.0,309,38.5,97.21,1
2021-09-22 20:25:06,West Europe,Compute,158.0,173,25.38,97.01,0
2021-09-23 16:22:34,Central India,Storage,344.0,563,3.68,97.12,0
2021-09-24 07:23:14,East US,Storage,270.0,403,4.96,98.07,0
2021-09-25 07:28:34,East US,Compute,440.0,452,23.0,98.37,1
2021-09-26 01:50:40,Central India,Storage,1710.0,1763,30.94,97.54,1
2021-09-27 11:30:58,Southeast Asia,Storage,1519.0,1648,24.71,98.25,0
2021-09-28 19:05:59,Central India,Compute,200.0,228,13.0,99.12,1
2021-09-29 07:11:52,Central India,Storage,1740.0,1992,26.1,98.36,1
2021-09-30 13:49:03,West Europe,Compute,283.0,351,50.26,98.23,0
2021-10-01 16:44:58,East US,Compute,66.0,107,12.87,99.32,0
2021-10-02 00:53:35,Central India,Storage,1425.0,1485,60.05,98.38,0
2021-10-03 16:28:28,Central India,Storage,,2015,32.59,98.72,1
2021-10-04 21:00:28,Southeast Asia,Compute,119.0,131,20.26,97.83,1
2021-10-05 21:31:01,East US,Compute,274.0,326,18.48,97.94,1
2021-10-06 05:55:48,West Europe,Compute,114.0,178,21.57,97.83,1
2021-10-07 06:44:06,Southeast Asia,Compute,150.0,214,14.25,98.87,0
2021-10-08 03:24:03,West Europe,Storage,1103.0,1343,31.6,99.58,1
2021-10-09 18:15:21,East US,Storage,1453.0,1733,63.98,97.12,0
2021-10-10 14:22:07,East US,Compute,381.0,413,32.07,99.56,1
2021-10-11 09:45:04,Southeast Asia,Compute,135.0,153,20.63,97.43,1
2021-10-12 13:47:01,Southeast Asia,Compute,351.0,397,36.31,99.82,1
2021-10-13 19:48:17,Central India,Compute,330.0,389,49.14,98.38,0
2021-10-14 22:43:06,West Europe,Storage,1753.0,1803,55.75,99.88,1
2021-10-15 20:26:38,West Europe,Storage,1528.0,1669,31.75,97.61,0
2021-10-16 04:30:25,West Europe,Storage,392.0,475,5.77,97.45,0
2021-10-17 00:57:30,Southeast Asia,Compute,469.0,494,81.68,97.06,1
2021-10-18 20:53:35,Central India,Storage,1721.0,1789,77.18,97.32,0
2021-10-19 20:49:13,East US,Compute,448.0,507,81.91,99.51,1
2021-10-20 06:50:29,East US,Storage,386.0,649,15.77,99.08,1
2021-10-21 08:21:21,West Europe,Storage,1412.0,1620,33.97,97.51,0
2021-10-22 13:28:38,Central India,Storage,950.0,1043,11.11,97.78,1
2021-10-23 03:13:49,West Europe,Compute,240.0,299,23.98,97.98,1
2021-10-24 22:54:45,West Europe,Storage,1426.0,1712,44.84,99.84,1
2021-10-25 00:56:13,Southeast Asia,Compute,172.0,208,33.0,99.83,0
2021-10-26 18:31:36,Southeast Asia,Compute,205.0,240,39.75,99.93,0
2021-10-27 14:01:51,Central India,Storage,,1613,72.43,98.06,1
2021-10-28 00:19:39,West Europe,Compute,423.0,459,66.73,98.58,0
2021-10-29 08:43:47,West Europe,Compute,183.0,261,13.51,98.47,1
2021-10-30 15:40:20,Southeast Asia,Compute,442.0,501,39.76,97.75,1
2021-10-31 18:47:14,West Europe,Storage,1540.0,1794,60.36,98.52,0
2021-11-01 17:05:08,East US,Storage,1500.0,1711,18.32,99.43,1
2021-11-02 04:47:24,West Europe,Storage,122.0,262,1.46,98.24,0
2021-11-03 15:34:00,Central India,Storage,1957.0,2018,42.7,99.49,0
2021-11-04 07:24:04,Central India,Compute,289.0,336,30.62,99.51,0
2021-11-05 03:39:05,Central India,Storage,1169.0,1318,30.9,99.66,0
2021-11-06 09:20:13,Southeast Asia,Storage,1631.0,1802,71.07,98.5,1
2021-11-07 02:38:32,West Europe,Storage,1704.0,1866,21.11,97.47,0
2021-11-08 18:10:58,East US,Storage,1369.0,1446,17.6,97.48,1
2021-11-09 19:40:08,Southeast Asia,Storage,1198.0,1397,54.86,98.95,0
2021-11-10 21:35:09,West Europe,Storage,1144.0,1294,29.0,98.23,0
2021-11-11 02:58:09,Southeast Asia,Storage,1422.0,1544,55.06,98.94,1
2021-11-12 18:45:40,East US,Storage,1539.0,1599,65.9,98.79,1
2021-11-13 17:13:43,Southeast Asia,Compute,307.0,347,31.29,97.23,1
2021-11-14 17:27:06,Southeast Asia,Storage,1737.0,1813,35.11,97.09,1
2021-11-15 18:17:43,Southeast Asia,Storage,1019.0,1173,38.14,99.27,1
2021-11-16 15:39:32,West Europe,Storage,1108.0,1235,26.35,98.16,0
2021-11-17 16:00:18,Central India,Storage,111.0,206,2.57,98.7,1
2021-11-18 10:49:14,East US,Storage,437.0,661,9.61,99.13,0
2021-11-19 00:17:53,Central India,Compute,136.0,164,24.01,98.53,0
2021-11-20 13:52:31,Central India,Storage,1993.0,2201,54.78,98.09,1
2021-11-21 09:22:56,Central India,Storage,1990.0,2218,25.17,99.28,1
2021-11-22 02:02:58,Southeast Asia,Storage,853.0,1119,16.49,97.54,0
2021-11-23 14:28:07,Central India,Compute,129.0,171,10.54,99.22,0
2021-11-24 04:18:09,East US,Storage,1651.0,1818,34.96,97.29,0
2021-11-25 23:32:46,Southeast Asia,Storage,1440.0,1697,69.81,98.96,0
2021-11-26 03:27:25,West Europe,Compute,187.0,245,17.75,98.59,1
2021-11-27 02:08:29,East US,Compute,211.0,289,30.9,99.25,0
2021-11-28 15:32:46,Central India,Storage,154.0,247,1.81,98.84,0
2021-11-29 11:24:33,East US,Compute,407.0,500,70.11,98.98,1
2021-11-30 07:14:25,Southeast Asia,Storage,1017.0,1269,43.19,99.57,0
2021-12-01 04:27:08,Southeast Asia,Storage,1626.0,1774,61.87,98.5,1
2021-12-02 16:10:04,Central India,Storage,1613.0,1681,42.94,98.85,1
2021-12-03 16:12:45,West Europe,Storage,1928.0,2160,44.37,98.96,0
2021-12-04 20:16:22,East US,Compute,499.0,521,73.66,97.29,0
2021-12-05 23:32:11,Central India,Compute,243.0,298,24.58,98.18,1
2021-12-06 23:12:20,Central India,Compute,415.0,500,67.36,98.95,0
2021-12-07 17:22:22,Central India,Compute,409.0,494,67.93,97.11,0
2021-12-08 12:58:09,Central India,Compute,478.0,528,29.7,97.53,0
2021-12-09 14:55:00,Central India,Compute,285.0,366,49.61,99.55,0
2021-12-10 20:34:04,Southeast Asia,Storage,1619.0,1702,77.08,97.47,0
2021-12-11 14:30:46,West Europe,Compute,177.0,266,9.01,99.28,1
2021-12-12 12:27:00,Central India,Storage,1161.0,1377,29.67,99.89,1
2021-12-13 17:12:10,Southeast Asia,Storage,1576.0,1751,41.79,99.56,1
2021-12-14 06:20:43,West Europe,Storage,670.0,907,25.06,99.06,1
2021-12-15 11:38:46,West Europe,Storage,878.0,1107,16.36,98.47,1
2021-12-16 03:29:51,West Europe,Storage,548.0,767,6.64,99.84,1
2021-12-17 02:24:20,West Europe,Compute,273.0,339,32.16,98.05,0
2021-12-18 11:58:08,Southeast Asia,Compute,339.0,359,33.72,99.16,0
2021-12-19 11:43:00,Southeast Asia,Storage,1239.0,1539,15.33,97.68,1
2021-12-20 06:04:36,East US,Compute,466.0,531,45.38,97.94,1
2021-12-21 12:37:11,Central India,Compute,,442,48.89,98.26,1
2021-12-22 16:54:30,Southeast Asia,Storage,,585,9.43,99.73,0
2021-12-23 01:42:04,West Europe,Storage,1356.0,1462,25.43,99.13,1
2021-12-24 13:58:26,West Europe,Storage,585.0,749,25.65,98.21,0
2021-12-25 21:58:00,Southeast Asia,Storage,374.0,629,,98.33,0
2021-12-26 01:34:57,East US,Compute,202.0,217,12.46,97.2,0
